product_already_counted,protocol,btc,method,confidence,month,group,segment,slug,chain,in_column,note
YO Protocol yoBTC,Fluid Lending,0.0011,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-07,A,money_market,fluid-lending,Base,btc_total,
YO Protocol yoBTC,Euler V2,0.0189,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-08,A,money_market,euler-v2,Base,btc_total,
YO Protocol yoBTC,Fluid Lending,0.0011,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2026-08,A,money_market,fluid-lending,Base,btc_total,
ether.fi eBTC,Sumer.money,0.004,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-09,A,money_market,sumer.money,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,179.5342,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-09,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,290.278,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-09,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
ether.fi eBTC,Sumer.money,0.004,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,sumer.money,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,171.7529,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,451.7946,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-10,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
ether.fi eBTC,Euler V2,1.4273,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Euler V2,0.0222,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,euler-v2,Ethereum,btc_borrowed,
ether.fi eBTC,Sumer.money,0.004,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,sumer.money,Ethereum,btc_total,
ether.fi eBTC,Venus Isolated Pools,2.1967,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,venus-isolated-pools,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,284.0466,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,611.3834,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-11,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
ether.fi eBTC,Euler V2,8.6116,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Euler V2,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,euler-v2,Ethereum,btc_borrowed,
ether.fi eBTC,Gearbox,14.453,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,gearbox,Ethereum,btc_total,
ether.fi eBTC,Sumer.money,0.0165,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,sumer.money,Ethereum,btc_total,
ether.fi eBTC,Venus Isolated Pools,4.0098,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,venus-isolated-pools,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,407.1363,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,1067.6048,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2024-12,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
ether.fi eBTC,Euler V2,16.5512,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Euler V2,0.0101,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,euler-v2,Ethereum,btc_borrowed,
ether.fi eBTC,Fluid Lending,11.8577,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,fluid-lending,Ethereum,btc_total,
ether.fi eBTC,Gearbox,16.3855,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,gearbox,Ethereum,btc_total,
ether.fi eBTC,Kinza Finance,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,kinza-finance,Ethereum,btc_total,
ether.fi eBTC,Morpho Blue,32.4299,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,morpho-blue,Ethereum,btc_total,
ether.fi eBTC,Sumer.money,0.0175,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,sumer.money,Ethereum,btc_total,
ether.fi eBTC,Venus Isolated Pools,1.2114,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,venus-isolated-pools,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,63.1924,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,710.7423,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-01,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
ether.fi eBTC,Dolomite,1650.5117,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,dolomite,Berachain,btc_total,
ether.fi eBTC,Dolomite,0.0,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,dolomite,Berachain,btc_borrowed,
ether.fi eBTC,Euler V2,2.7919,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Euler V2,1.4082,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,euler-v2,Ethereum,btc_borrowed,
ether.fi eBTC,Fluid Lending,60.0656,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,fluid-lending,Ethereum,btc_total,
ether.fi eBTC,Gearbox,23.3552,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,gearbox,Ethereum,btc_total,
ether.fi eBTC,Kinza Finance,0.0038,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,kinza-finance,Ethereum,btc_total,
ether.fi eBTC,Morpho Blue,191.223,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,morpho-blue,Ethereum,btc_total,
ether.fi eBTC,Sumer.money,0.0185,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,sumer.money,Ethereum,btc_total,
ether.fi eBTC,Venus Core Pool,1.2912,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,venus-core-pool,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,7.7554,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,92.9437,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-02,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
ether.fi eBTC,Dolomite,1747.3013,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,dolomite,Berachain,btc_total,
ether.fi eBTC,Dolomite,0.0354,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,dolomite,Berachain,btc_borrowed,
ether.fi eBTC,Euler V2,1.6907,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Euler V2,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,euler-v2,Ethereum,btc_borrowed,
ether.fi eBTC,Fluid Lending,54.1967,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,fluid-lending,Ethereum,btc_total,
ether.fi eBTC,Gearbox,27.3516,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,gearbox,Ethereum,btc_total,
ether.fi eBTC,Kinza Finance,0.0038,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,kinza-finance,Ethereum,btc_total,
ether.fi eBTC,Morpho Blue,297.9835,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,morpho-blue,Ethereum,btc_total,
ether.fi eBTC,Sumer.money,0.0226,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,sumer.money,Ethereum,btc_total,
ether.fi eBTC,Venus Core Pool,1.2027,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,venus-core-pool,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,30.1042,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,34.727,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-03,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
ether.fi eBTC,Aave V3,1007.4459,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-04,A,money_market,aave-v3,Ethereum,btc_total,
ether.fi eBTC,Dolomite,1827.9452,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-04,A,money_market,dolomite,Berachain,btc_total,
ether.fi eBTC,Dolomite,0.0063,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-04,A,money_market,dolomite,Berachain,btc_borrowed,
ether.fi eBTC,Euler V2,1.5082,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-04,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Euler V2,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-04,A,money_market,euler-v2,Ethereum,btc_borrowed,
ether.fi eBTC,Fluid Lending,36.4938,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-04,A,money_market,fluid-lending,Ethereum,btc_total,
ether.fi eBTC,Gearbox,6.1097,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-04,A,money_market,gearbox,Ethereum,btc_total,
ether.fi eBTC,Kinza Finance,0.0038,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-04,A,money_market,kinza-finance,Ethereum,btc_total,
ether.fi eBTC,Morpho Blue,0.7438,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-04,A,money_market,morpho-blue,Ethereum,btc_total,
ether.fi eBTC,Sumer.money,0.0319,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-04,A,money_market,sumer.money,Ethereum,btc_total,
ether.fi eBTC,Venus Core Pool,1.4409,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-04,A,money_market,venus-core-pool,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,11.755,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-04,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,12.9046,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-04,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
ether.fi eBTC,Aave V3,1228.7723,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-05,A,money_market,aave-v3,Ethereum,btc_total,
ether.fi eBTC,Dolomite,53.4032,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-05,A,money_market,dolomite,Berachain,btc_total,
ether.fi eBTC,Dolomite,0.0483,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-05,A,money_market,dolomite,Berachain,btc_borrowed,
ether.fi eBTC,Euler V2,1.3432,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-05,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Euler V2,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-05,A,money_market,euler-v2,Ethereum,btc_borrowed,
ether.fi eBTC,Fluid Lending,42.9323,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-05,A,money_market,fluid-lending,Ethereum,btc_total,
ether.fi eBTC,Gearbox,5.5597,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-05,A,money_market,gearbox,Ethereum,btc_total,
ether.fi eBTC,Kinza Finance,0.0038,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-05,A,money_market,kinza-finance,Ethereum,btc_total,
ether.fi eBTC,Morpho Blue,0.163,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-05,A,money_market,morpho-blue,Ethereum,btc_total,
ether.fi eBTC,Sumer.money,0.004,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-05,A,money_market,sumer.money,Ethereum,btc_total,
ether.fi eBTC,Venus Core Pool,2.4244,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-05,A,money_market,venus-core-pool,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,7.3793,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-05,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,7.8891,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-05,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
ether.fi eBTC,Aave V3,1205.1816,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-06,A,money_market,aave-v3,Ethereum,btc_total,
ether.fi eBTC,Dolomite,2.3069,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-06,A,money_market,dolomite,Berachain,btc_total,
ether.fi eBTC,Dolomite,0.0445,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-06,A,money_market,dolomite,Berachain,btc_borrowed,
ether.fi eBTC,EtherFi Borrowing Market,6.1512,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-06,A,money_market,etherfi-borrowing-market,Scroll,btc_total,
ether.fi eBTC,Euler V2,1.3432,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-06,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Euler V2,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-06,A,money_market,euler-v2,Ethereum,btc_borrowed,
ether.fi eBTC,Fluid Lending,26.6158,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-06,A,money_market,fluid-lending,Ethereum,btc_total,
ether.fi eBTC,Gearbox,3.867,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-06,A,money_market,gearbox,Ethereum,btc_total,
ether.fi eBTC,Kinza Finance,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-06,A,money_market,kinza-finance,Ethereum,btc_total,
ether.fi eBTC,Morpho Blue,0.0751,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-06,A,money_market,morpho-blue,Ethereum,btc_total,
ether.fi eBTC,Sumer.money,0.004,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-06,A,money_market,sumer.money,Ethereum,btc_total,
ether.fi eBTC,Venus Core Pool,2.2442,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-06,A,money_market,venus-core-pool,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,6.0281,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-06,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,6.5881,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-06,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
ether.fi eBTC,Aave V3,1114.9267,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-07,A,money_market,aave-v3,Ethereum,btc_total,
ether.fi eBTC,Dolomite,2.2961,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-07,A,money_market,dolomite,Berachain,btc_total,
ether.fi eBTC,Dolomite,0.0428,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-07,A,money_market,dolomite,Berachain,btc_borrowed,
ether.fi eBTC,EtherFi Borrowing Market,6.8261,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-07,A,money_market,etherfi-borrowing-market,Scroll,btc_total,
ether.fi eBTC,Euler V2,0.0035,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-07,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Euler V2,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-07,A,money_market,euler-v2,Ethereum,btc_borrowed,
ether.fi eBTC,Fluid Lending,21.7968,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-07,A,money_market,fluid-lending,Ethereum,btc_total,
ether.fi eBTC,Gearbox,3.867,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-07,A,money_market,gearbox,Ethereum,btc_total,
ether.fi eBTC,Kinza Finance,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-07,A,money_market,kinza-finance,Ethereum,btc_total,
ether.fi eBTC,Morpho Blue,0.406,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-07,A,money_market,morpho-blue,Ethereum,btc_total,
ether.fi eBTC,Sumer.money,0.004,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-07,A,money_market,sumer.money,Ethereum,btc_total,
ether.fi eBTC,Venus Core Pool,1.1976,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-07,A,money_market,venus-core-pool,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,5.466,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-07,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,5.9634,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-07,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
ether.fi eBTC,Aave V3,1044.5834,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-08,A,money_market,aave-v3,Ethereum,btc_total,
ether.fi eBTC,Dolomite,1.5946,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-08,A,money_market,dolomite,Berachain,btc_total,
ether.fi eBTC,Dolomite,0.0065,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-08,A,money_market,dolomite,Berachain,btc_borrowed,
ether.fi eBTC,EtherFi Borrowing Market,4.8685,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-08,A,money_market,etherfi-borrowing-market,Scroll,btc_total,
ether.fi eBTC,Euler V2,0.0035,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-08,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Euler V2,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-08,A,money_market,euler-v2,Ethereum,btc_borrowed,
ether.fi eBTC,Fluid Lending,9.3544,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-08,A,money_market,fluid-lending,Ethereum,btc_total,
ether.fi eBTC,Gearbox,3.867,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-08,A,money_market,gearbox,Ethereum,btc_total,
ether.fi eBTC,Kinza Finance,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-08,A,money_market,kinza-finance,Ethereum,btc_total,
ether.fi eBTC,Morpho Blue,0.0021,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-08,A,money_market,morpho-blue,Ethereum,btc_total,
ether.fi eBTC,Sumer.money,0.004,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-08,A,money_market,sumer.money,Ethereum,btc_total,
ether.fi eBTC,Venus Core Pool,1.3779,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-08,A,money_market,venus-core-pool,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,1.2433,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-08,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,1.7919,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-08,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
ether.fi eBTC,Aave V3,758.4458,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-09,A,money_market,aave-v3,Ethereum,btc_total,
ether.fi eBTC,Dolomite,1.1559,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-09,A,money_market,dolomite,Berachain,btc_total,
ether.fi eBTC,Dolomite,0.0032,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-09,A,money_market,dolomite,Berachain,btc_borrowed,
ether.fi eBTC,EtherFi Borrowing Market,5.9425,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-09,A,money_market,etherfi-borrowing-market,Scroll,btc_total,
ether.fi eBTC,Euler V2,0.0035,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-09,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Euler V2,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-09,A,money_market,euler-v2,Ethereum,btc_borrowed,
ether.fi eBTC,Fluid Lending,25.3187,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-09,A,money_market,fluid-lending,Ethereum,btc_total,
ether.fi eBTC,Gearbox,2.7101,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-09,A,money_market,gearbox,Ethereum,btc_total,
ether.fi eBTC,Kinza Finance,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-09,A,money_market,kinza-finance,Ethereum,btc_total,
ether.fi eBTC,Morpho Blue,0.0021,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-09,A,money_market,morpho-blue,Ethereum,btc_total,
ether.fi eBTC,Sumer.money,0.004,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-09,A,money_market,sumer.money,Ethereum,btc_total,
ether.fi eBTC,Venus Core Pool,1.1397,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-09,A,money_market,venus-core-pool,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,1.1429,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-09,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,1.58,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-09,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
ether.fi eBTC,Aave V3,805.8972,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-10,A,money_market,aave-v3,Ethereum,btc_total,
ether.fi eBTC,Dolomite,1.0029,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-10,A,money_market,dolomite,Berachain,btc_total,
ether.fi eBTC,Dolomite,0.0029,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-10,A,money_market,dolomite,Berachain,btc_borrowed,
ether.fi eBTC,EtherFi Borrowing Market,7.0771,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-10,A,money_market,etherfi-borrowing-market,Scroll,btc_total,
ether.fi eBTC,Euler V2,0.0034,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-10,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Euler V2,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-10,A,money_market,euler-v2,Ethereum,btc_borrowed,
ether.fi eBTC,Fluid Lending,43.5793,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-10,A,money_market,fluid-lending,Ethereum,btc_total,
ether.fi eBTC,Gearbox,2.0168,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-10,A,money_market,gearbox,Ethereum,btc_total,
ether.fi eBTC,Kinza Finance,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-10,A,money_market,kinza-finance,Ethereum,btc_total,
ether.fi eBTC,Morpho Blue,0.0021,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-10,A,money_market,morpho-blue,Ethereum,btc_total,
ether.fi eBTC,Sumer.money,0.004,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-10,A,money_market,sumer.money,Ethereum,btc_total,
ether.fi eBTC,Venus Core Pool,1.1397,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-10,A,money_market,venus-core-pool,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,1.0485,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-10,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,1.486,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-10,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
ether.fi eBTC,Aave V3,604.4685,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-11,A,money_market,aave-v3,Ethereum,btc_total,
ether.fi eBTC,Dolomite,1.0055,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-11,A,money_market,dolomite,Berachain,btc_total,
ether.fi eBTC,Dolomite,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-11,A,money_market,dolomite,Berachain,btc_borrowed,
ether.fi eBTC,EtherFi Borrowing Market,7.3263,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-11,A,money_market,etherfi-borrowing-market,Scroll,btc_total,
ether.fi eBTC,Euler V2,0.0043,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-11,A,money_market,euler-v2,Ethereum,btc_total,
ether.fi eBTC,Euler V2,0.0002,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-11,A,money_market,euler-v2,Ethereum,btc_borrowed,
ether.fi eBTC,Fluid Lending,30.3327,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-11,A,money_market,fluid-lending,Ethereum,btc_total,
ether.fi eBTC,Gearbox,2.0168,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-11,A,money_market,gearbox,Ethereum,btc_total,
ether.fi eBTC,Kinza Finance,0.0001,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-11,A,money_market,kinza-finance,Ethereum,btc_total,
ether.fi eBTC,Morpho Blue,0.0021,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-11,A,money_market,morpho-blue,Ethereum,btc_total,
ether.fi eBTC,Sumer.money,0.004,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-11,A,money_market,sumer.money,Ethereum,btc_total,
ether.fi eBTC,Venus Core Pool,1.1397,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-11,A,money_market,venus-core-pool,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,0.8041,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-11,A,money_market,zerolend-lending,Ethereum,btc_total,
ether.fi eBTC,ZeroLend Lending,1.1924,"DefiLlama token units: yield-bearing token, backing counted at the issuer row",high,2025-11,A,money_market,zerolend-lending,Ethereum,btc_borrowed,
